ship_id,weapon_system,fire_arc,point_blank,short,long,extreme,ad,ap,dd,traits
1018,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",8,-2,1,"Restricted, Weak"
1018,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",2,-,-,Local (1)
1019,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1019,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1019,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1019,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1019,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1019,Light Guns (10 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1019,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",2,-,-,Local (2)
1020,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1020,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1020,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1020,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1020,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1020,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1020,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",2,-,-,Local (5)
1021,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1021,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1021,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1021,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1021,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1021,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1021,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",6,-,-,Local (4)
1022,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1022,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1022,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1022,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1022,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1022,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1022,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",9,-,-,Local (3)
1023,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1023,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1023,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1023,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1023,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1023,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1023,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",10,-,-,Local (3)
1024,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1024,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1024,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1024,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1024,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1024,Light Guns (10 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1024,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",2,-,-,Local (2)
1025,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1025,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1025,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1025,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1025,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1025,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1025,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",2,-,-,Local (5)
1026,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1026,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1026,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1026,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1026,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1026,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1026,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",6,-,-,Local (4)
1027,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1027,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1027,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1027,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1027,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1027,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1027,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",9,-,-,Local (3)
1028,A Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1028,B Turret (2 x 14-inch),"Fore, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1028,Q Turret (2 x 14-inch),"Port, Starboard","5""","10""","15""","21""",2,1,2,-
1028,X Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1028,Y Turret (2 x 14-inch),"Aft, Port, Starboard","5""","10""","15""","21""",2,1,2,-
1028,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",4,-2,1,"Restricted, Weak"
1028,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",10,-,-,Local (3)
1029,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1029,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1029,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1029,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
1029,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
1030,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1030,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1030,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1030,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
1030,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (5)
1031,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1031,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1031,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1031,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
1031,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",11,-,-,Local (3)
1032,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1032,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1032,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1032,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
1032,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",12,-,-,Local (3)
1033,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1033,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1033,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1033,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
1033,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",12,-,-,Local (2)
1034,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1034,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1034,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1034,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
1034,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (5)
1035,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1035,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1035,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1035,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
1035,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",12,-,-,Local (4)
1036,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1036,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1036,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1036,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
1036,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",12,-,-,Local (4)
1037,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1037,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1037,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1037,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",14,-2,1,"DP, Restricted, Weak"
1037,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",12,-,-,Local (5)
1038,A Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1038,B Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1038,X Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1038,Y Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1038,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1038,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1038,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
1039,A Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1039,B Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1039,X Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1039,Y Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1039,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1039,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1039,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
1040,A Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1040,B Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1040,X Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1040,Y Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1040,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1040,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1040,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",0,-,-,Local (3)
1041,A Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1041,B Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1041,X Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1041,Y Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1041,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",10,-2,1,"DP, Restricted, Weak"
1041,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",8,-,-,Local (3)
1042,A Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1042,B Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1042,X Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1042,Y Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1042,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",10,-2,1,"DP, Restricted, Weak"
1042,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",9,-,-,Local (2)
1043,A Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1043,B Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1043,X Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1043,Y Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,2,3,-
1043,Light Guns (12 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",6,-2,1,"Restricted, Weak"
1043,Light Guns (8 x 5-inch),"Fore, Aft, Port, Starboard","3""","7""","11""","15""",6,-2,1,"DP, Restricted, Weak"
1043,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
1044,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1044,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1044,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1044,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",14,-2,1,"DP, Restricted, Weak"
1044,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",5,-,-,Local (1)
1045,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1045,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1045,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1045,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",10,-2,1,"DP, Restricted, Weak"
1045,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",5,-,-,Local (1)
1046,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1046,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1046,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1046,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",10,-2,1,"DP, Restricted, Weak"
1046,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",14,-,-,Local (2)
1047,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1047,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1047,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1047,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",10,-2,1,"DP, Restricted, Weak"
1047,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",14,-,-,Local (4)
1048,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1048,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1048,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1048,Light Guns (16 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",10,-2,1,"DP, Restricted, Weak"
1048,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",14,-,-,Local (5)
1049,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1049,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1049,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1049,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",14,-2,1,"DP, Restricted, Weak"
1049,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",8,-,-,Local (4)
1050,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1050,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1050,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1050,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",14,-2,1,"DP, Restricted, Weak"
1050,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",10,-,-,Local (4)
1051,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1051,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1051,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1051,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",14,-2,1,"DP, Restricted, Weak"
1051,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",10,-,-,Local (3)
1052,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1052,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1052,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1052,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",14,-2,1,"DP, Restricted, Weak"
1052,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",10,-,-,Local (3)
1053,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1053,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1053,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1053,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",14,-2,1,"DP, Restricted, Weak"
1053,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",5,-,-,Local (2)
1054,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1054,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1054,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1054,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",14,-2,1,"DP, Restricted, Weak"
1054,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",10,-,-,Local (4)
1055,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1055,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1055,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1055,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",14,-2,1,"DP, Restricted, Weak"
1055,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",10,-,-,Local (2)
1056,A Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1056,B Turret (3 x 16-inch),"Fore, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1056,X Turret (3 x 16-inch),"Aft, Port, Starboard","9""","18""","27""","37""",3,2,3,Heavy
1056,Light Guns (20 x 5-inch),"Fore, Aft, Port, Starboard","2""","4""","6""","8""",14,-2,1,"DP, Restricted, Weak"
1056,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",15,-,-,Local (2)
1057,A Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,1,2,-
1057,B Turret (3 x 14-inch),"Fore, Port, Starboard","8""","17""","25""","34""",3,1,2,-
1057,Y Turret (3 x 14-inch),"Aft, Port, Starboard","8""","17""","25""","34""",3,1,2,-
